EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
2478,2026-03-10,14:23:30,18 - 24 años,Femenino,Guatemala,Villa Nueva,Comerciante,1 a 2 veces por semana,Supermercado,Compañeros de trabajo,Q101 - Q150,FutbolMix,Salado Tradicional,Individual,Q10 - Q15,Sí,Sí,Brasil,Tal vez,España,Cristiano Ronaldo; Federico Valverde,Humor,Descuento directo,Sí,Edición Argentina
1424,2026-02-26,12:34:41,45 - 54 años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,3 a 5 veces por semana,Gasolinera,Familia,Q25 - Q50,Fan Chips Jalapeño; Caramel Goal Popcorn,Queso,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Argentina,Probablemente sí,Portugal,Vinícius Júnior,Una selección nacional,Producto gratis,No,Edición Brasil
1425,2026-05-03,16:57:06,45 - 54 años,Femenino,Guatemala,Villa Nueva,Estudiante,1 a 2 veces por semana,Supermercado,Familia,Menos de Q25,Gol Nachos Supreme; Energy Crunch Protein,Queso,Familiar,Q10 - Q15,No,No,Brasil,Definitivamente sí,Argentina,Alphonso Davies; Neymar Jr.,Premios y sorteos,Descuento directo,Sí,Edición Mundial FIFA 2026
1426,2026-04-17,21:28:51,25 - 34 años,Femenino,Quetzaltenango,Olintepeque,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Solo,Q51 - Q100,Mundialitos Queso Picante; FutbolMix,Picante Chapín,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,Argentina,Kylian Mbappé; Lamine Yamal,Un jugador famoso,2x1,Sí,Edición con jugadores famosos
1427,2026-01-29,08:30:53,18 - 24 años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,1 a 2 veces por semana,Gasolinera,Solo,Q25 - Q50,FutbolMix; Victory Pretzels; CrunchMax BBQ,Caramelo,Individual,Q16 - Q20,Sí,Sí,Colombia,Definitivamente sí,Brasil,Christian Pulisic; Julián Álvarez; Jude Bellingham,Una selección nacional,Descuento directo,No,Edición Argentina
1428,2026-02-24,18:07:07,25 - 34 años,Masculino,Guatemala, VILLA NUEVA ,Empleado privado,1 a 2 veces por semana,Kiosco escolar/universitario,Familia,Q25 - Q50,Fan Chips Jalapeño; Hot Stadium Peanuts,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,México,Definitivamente sí,Portugal,Neymar Jr.,Premios y sorteos,2x1,No,Edición Brasil
1429,2026-04-05,20:10:29,45 - 54 años,Femenino,Guatemala,Villa Nueva,Estudiante,1 a 2 veces por semana,Supermercado,Amigos,Menos de Q25,Fan Chips Jalapeño; Gol Nachos Supreme; Energy Crunch Protein,Queso,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí,México,Kylian Mbappé,Un jugador famoso,Producto gratis,Sí,Edición con tarjetas coleccionables
1430,2026-04-12,10:05:50,25 - 34 años,Masculino,Guatemala,Guatemala,Estudiante,1 a 2 veces por semana,Supermercado,Familia,Q25 - Q50,Hot Stadium Peanuts,Caramelo,Familiar,Q16 - Q20,Sí,Sí,Brasil,Tal vez,Argentina,Lamine Yamal; Lionel Messi,Un jugador famoso,Tarjetas coleccionables,No,Edición Mundial FIFA 2026
1431,2026-02-16,17:52:33,55 años o más,Masculino,Santa Rosa,Cabecera municipal,Profesional independiente,3 a 5 veces por semana,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme; FutbolMix,Dulce,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,México,Vinícius Júnior,Una selección nacional,Descuento directo,No,Edición Brasil
1432,2026-04-07,22:10:22,18 - 24 años,Masculino,Chiquimula,Chiquimula,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante; CrunchMax BBQ; Caramel Goal Popcorn,Caramelo,Familiar,Q16 - Q20,No,Sí,Inglaterra,Definitivamente sí,México,Lionel Messi; Cristiano Ronaldo; Neymar Jr.,Una selección nacional,2x1,No,Edición con jugadores famosos
1433,2026-03-24,21:21:41,35 - 44 años,Femenino,Sacatepéquez, CIUDAD VIEJA ,Comerciante,Todos los días,Supermercado,Amigos,Q101 - Q150,ChocoKick Bites; Hot Stadium Peanuts; Fan Chips Jalapeño,Queso,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Argentina,Definitivamente no,Inglaterra,Cristiano Ronaldo; Jude Bellingham; Lionel Messi,Historias de aficionados,Descuento directo,No,Edición Inglaterra
1434,2026-02-13,09:22:45,25 - 34 años,Masculino,Chimaltenango,,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,ChocoKick Bites,Limón,Individual,Q10 - Q15,Sí,Sí,Brasil,Tal vez,,Jude Bellingham; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,No,Edición Inglaterra
1435,2026-01-18,16:24:23,35 - 44 años,Prefiero no indicarlo,Guatemala,San Miguel Petapa,Otro,Varias veces al mes,Supermercado,Familia,Q25 - Q50,ChocoKick Bites,Queso,Familiar,Más de Q30,Sí,Sí,Czechia,Definitivamente sí,Alemania,Kylian Mbappé; Cristiano Ronaldo,Una selección nacional,2x1,No,Edición Argentina
1436,2026-02-07,10:27:36,45 - 54 años,Femenino, GUATEMALA ,Mixco,Ama de casa,3 a 5 veces por semana,Gasolinera,Amigos,Más de Q150,Caramel Goal Popcorn; CrunchMax BBQ,Queso,Individual,Menos de Q10,Sí,Sí, ARGENTINA ,Definitivamente sí,Portugal,Kylian Mbappé; Harry Kane,Historias de aficionados,Sorteo de balones,Sí,Edición con jugadores famosos
1437,2026-03-03,08:32:46,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,Varias veces al mes,Tienda de barrio,Familia,Q51 - Q100,FutbolMix; Victory Pretzels; Hot Stadium Peanuts,Jalapeño,Familiar,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Argentina,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición con jugadores famosos
1438,2026-03-26,16:51:01,Menos de 18 años,Masculino,Guatemala,Villa Nueva,Profesional independiente,1 a 2 veces por semana,Gasolinera,Familia,Menos de Q25,Fan Chips Jalapeño; CrunchMax BBQ,Barbacoa,Familiar,Q21 - Q30,No,Sí,México,Tal vez,Francia,Rodri,Un jugador famoso,2x1,No,Edición Argentina
1439,2026-04-16,10:17:30,25 - 34 años,Masculino,Quetzaltenango,Coatepeque,Empleado público,Varias veces al mes,Kiosco escolar/universitario,Familia,Más de Q150,Mundialitos Queso Picante,Picante Chapín,Individual,Q21 - Q30,Sí,Sí,México,Probablemente sí,Croacia,Lionel Messi,Un jugador famoso,2x1,Sí,Edición Argentina
1440,2026-05-04,11:29:23,45 - 54 años,Femenino,Chimaltenango,Patzún,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,CrunchMax BBQ; Caramel Goal Popcorn,Queso,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Uruguay,Probablemente no,Francia,Lamine Yamal; Cristiano Ronaldo; Harry Kane,Humor,Sorteo de viajes,Sí,Edición Argentina
1441,2026-05-01,12:14:03,25 - 34 años,Femenino,Jutiapa,Jutiapa,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Familia,Q25 - Q50,Fan Chips Jalapeño; Energy Crunch Protein,Limón,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Argentina,Definitivamente no,Alemania,Jude Bellingham; Lamine Yamal,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
1442,2026-04-14,18:48:47,35 - 44 años,Masculino,Totonicapán,Totonicapán,Otro,Todos los días,Gasolinera,Compañeros de trabajo,Q25 - Q50,Energy Crunch Protein; Hot Stadium Peanuts; Caramel Goal Popcorn,Salado Tradicional,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Portugal,Probablemente no,Inglaterra,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Humor,2x1,Sí,Edición España
1443,2026-04-02,19:24:52,55 años o más,Masculino,Guatemala,Mixco,Empleado público,Varias veces al mes,Otro,Familia,Q101 - Q150,ChocoKick Bites; Caramel Goal Popcorn; FutbolMix,Queso,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Portugal,Probablemente sí,Portugal,Lamine Yamal; Neymar Jr.; Lionel Messi,Premios y sorteos,Producto gratis,No,Edición Brasil
1444,2026-03-20,16:26:05,25 - 34 años,Femenino,Guatemala,Villa Nueva,Comerciante,1 a 2 veces por semana,Otro,Solo,Q25 - Q50,FutbolMix; ChocoKick Bites,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Tal vez, ALEMANIA ,Lionel Messi,Un jugador famoso,Sorteo de balones,Sí,Edición Argentina
1445,2026-02-23,19:28:23,35 - 44 años,Masculino,Guatemala,Guatemala,Empleado privado,1 a 2 veces por semana,Kiosco escolar/universitario,Amigos,Q25 - Q50,CrunchMax BBQ,Picante Chapín,Individual,Q16 - Q20,No,No,España,Tal vez,México,Christian Pulisic; Lionel Messi; Neymar Jr.,Premios y sorteos,Descuento directo,No,Edición Mundial FIFA 2026
1446,2026-01-30,09:06:45,55 años o más,Masculino,Guatemala,Mixco,Estudiante,1 a 2 veces por semana,Gasolinera,Amigos,Q25 - Q50,FutbolMix; Caramel Goal Popcorn,Barbacoa,Tamaño fiesta o reunión,Q10 - Q15,Sí,No,España,Probablemente no,Francia,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición España
1447,2026-04-22,08:16:32,55 años o más,Femenino,El Progreso,El Progreso,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Familia,Q25 - Q50,Victory Pretzels,Dulce,Familiar,Q16 - Q20,Sí,Sí,Estados Unidos,Probablemente sí,Argentina,Jude Bellingham; Kylian Mbappé; Neymar Jr.,Una selección nacional,2x1,No,Edición Brasil
1448,2026-04-28,14:11:03,18 - 24 años,Femenino,Baja Verapaz, BAJA VERAPAZ ,,1 a 2 veces por semana,Tienda de barrio,Familia,Q101 - Q150,Fan Chips Jalapeño; CrunchMax BBQ; Hot Stadium Peanuts,Limón,Familiar,Más de Q30,Sí,Sí,México,Definitivamente sí,México,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,Sí,Edición Brasil
1449,2026-05-02,15:55:21,45 - 54 años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Estudiante,3 a 5 veces por semana,Tienda de barrio,Familia,Q51 - Q100,Gol Nachos Supreme,Jalapeño,Para compartir entre 2 personas,Q21 - Q30,Sí,No,Argentina,Probablemente sí,Argentina,Neymar Jr.; Lionel Messi,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1450,2026-02-13,12:57:42,18 - 24 años,Masculino,Quetzaltenango,Olintepeque,Empleado privado,Varias veces al mes,Aplicación de delivery,Amigos,Q25 - Q50,Hot Stadium Peanuts; Gol Nachos Supreme,Limón,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Francia,Definitivamente sí,Portugal,Cristiano Ronaldo; Julián Álvarez,Una selección nacional,Tarjetas coleccionables,Sí,Edición España
1451,2026-03-07,13:04:31,18 - 24 años,Masculino,Guatemala,Villa Nueva,Empleado público,Todos los días,Supermercado,Amigos,Más de Q150,Caramel Goal Popcorn,Dulce,Familiar,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Brasil,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1452,2026-01-24,14:55:43,25 - 34 años,Masculino,Guatemala,Mixco,Empleado privado,1 a 2 veces por semana,Aplicación de delivery,Familia,Más de Q150,Fan Chips Jalapeño; FutbolMix, JALAPEÑO ,Para compartir entre 2 personas,Más de Q30,Sí,Sí,México,Probablemente sí,,Lionel Messi; Jude Bellingham,Una selección nacional,Producto gratis,Sí,Edición Brasil
1453,2026-04-06,17:40:12,25 - 34 años,Masculino,Petén,Flores,Empresario,1 a 2 veces por semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; Energy Crunch Protein,Queso,Individual,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,Japón,Lionel Messi; Cristiano Ronaldo; Julián Álvarez,Un jugador famoso,Sorteo de camisetas,No,Edición Argentina
1454,2026-02-15,20:54:51,45 - 54 años,Masculino,Sacatepéquez,Sumpango,Comerciante,Todos los días,Kiosco escolar/universitario,Amigos,Q51 - Q100,Victory Pretzels; CrunchMax BBQ; Caramel Goal Popcorn,Queso,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Alemania,Probablemente sí,Portugal,Cristiano Ronaldo; Vinícius Júnior; Lionel Messi,Una selección nacional,2x1,Sí,Edición Inglaterra
1455,2026-02-25,10:57:06,45 - 54 años,Femenino,Guatemala,Santa Catarina Pinula,,Varias veces al mes,Tienda de barrio,Otro,Q101 - Q150,Caramel Goal Popcorn; CrunchMax BBQ,Chocolate,Familiar,Q16 - Q20,Sí,Sí,Francia,Tal vez,Uruguay,Vinícius Júnior; Lionel Messi,Premios y sorteos,Sorteo de camisetas,Sí,Edición Brasil
1456,2026-04-03,07:30:24,18 - 24 años,Masculino,Retalhuleu,Otro municipio,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Compañeros de trabajo,Menos de Q25,CrunchMax BBQ; FutbolMix; Mundialitos Queso Picante,Barbacoa,Familiar,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Alemania,Kylian Mbappé; Lionel Messi; Harry Kane,Historias de aficionados,Descuento directo,No,Edición Brasil
1457,2026-03-24,08:59:44,45 - 54 años,Femenino,Guatemala,Guatemala,Empleado privado,Rara vez,Supermercado,Solo,Q25 - Q50,Gol Nachos Supreme; Mundialitos Queso Picante; ChocoKick Bites,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Francia,Tal vez,Brasil,Neymar Jr.; Federico Valverde,Un jugador famoso,Producto gratis,Sí,Edición España
1458,2026-01-30,09:36:15,35 - 44 años,Femenino,Sacatepéquez,Sumpango,Empleado privado,Varias veces al mes,Kiosco escolar/universitario,Compañeros de trabajo,Q51 - Q100,Mundialitos Queso Picante,Salado Tradicional,Para compartir entre 2 personas,Menos de Q10,No,Sí,Francia,Tal vez,Alemania,Kylian Mbappé; Neymar Jr.; Federico Valverde,Un jugador famoso,Descuento directo,Sí,Edición Inglaterra
927,2026-03-24,18:14:27,55 años o más,Masculino, ZACAPA ,Otro municipio,Otro,Todos los días,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; Gol Nachos Supreme, QUESO ,Familiar,Más de Q30,No,No,España,Probablemente sí,Austria,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
1460,2026-05-04,14:21:28,25 - 34 años,Femenino,San Marcos, OTRO MUNICIPIO ,Empleado público,1 a 2 veces por semana,Otro,Amigos,Q51 - Q100,Caramel Goal Popcorn; Mundialitos Queso Picante,Barbacoa,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Colombia,Probablemente no, BRASIL ,Neymar Jr.; Ninguno; Vinícius Júnior,Historias de aficionados,Sorteo de camisetas,Sí,Edición Argentina
1461,2026-04-11,08:25:28,25 - 34 años,Masculino,Totonicapán,Cabecera municipal,Jubilado,Todos los días,Tienda de barrio,Amigos,Q51 - Q100,Caramel Goal Popcorn,Salado Tradicional,Familiar,Q16 - Q20,Sí,No,Argentina,Probablemente no,Francia,Neymar Jr.; Alphonso Davies,Premios y sorteos,Tarjetas coleccionables,No,Edición Argentina
1462,2026-01-22,17:45:56,25 - 34 años,Masculino,Quetzaltenango,Quetzaltenango,Empresario,Todos los días,Supermercado,Familia,Menos de Q25,FutbolMix,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Brasil,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Un jugador famoso,Sorteo de camisetas,Sí,Edición Argentina
1463,2026-04-08,08:57:51,35 - 44 años,Femenino,Guatemala,San Miguel Petapa,Comerciante,Rara vez,Tienda de barrio,Amigos,Q51 - Q100,Hot Stadium Peanuts; Mundialitos Queso Picante,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Francia,Definitivamente sí,Austria,Julián Álvarez; Neymar Jr.; Vinícius Júnior,Historias de aficionados,2x1,Sí,Edición con jugadores famosos
1464,2026-04-06,17:22:34,18 - 24 años,Masculino,Izabal,Cabecera municipal,Empresario,1 a 2 veces por semana,Supermercado,Familia,Menos de Q25,Gol Nachos Supreme; FutbolMix; CrunchMax BBQ,Barbacoa,Tamaño fiesta o reunión,Más de Q30,Sí,Sí,Francia,Probablemente sí,Türkiye,Lionel Messi,Premios y sorteos,2x1,Sí,Edición Inglaterra
1465,2026-03-03,16:50:54,18 - 24 años,Masculino,Guatemala,San Miguel Petapa,Profesional independiente,3 a 5 veces por semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Mundialitos Queso Picante; Energy Crunch Protein,Picante Chapín,Familiar,Más de Q30,No,Sí,Portugal,Probablemente no,Brasil,Cristiano Ronaldo,Premios y sorteos,2x1,Sí,Edición Mundial FIFA 2026
1466,2026-04-17,22:07:18,25 - 34 años,Femenino,Guatemala,San Miguel Petapa,Estudiante,3 a 5 veces por semana,Gasolinera,Familia,Más de Q150,Gol Nachos Supreme; Caramel Goal Popcorn; Energy Crunch Protein,Chocolate,Familiar,Menos de Q10,No,Sí,Colombia,Definitivamente no,Brasil,Lionel Messi; Jude Bellingham,Una selección nacional,Producto gratis,No,Edición con jugadores famosos
1467,2026-04-25,22:23:52,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,Rara vez,Supermercado,Solo,Q51 - Q100,Energy Crunch Protein; ChocoKick Bites,Limón,Familiar,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Brasil,Kylian Mbappé; Lamine Yamal; Federico Valverde,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Argentina
1468,2026-01-11,20:40:08,18 - 24 años,Femenino,El Progreso,El Progreso,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Solo,Menos de Q25,Mundialitos Queso Picante,Queso,Para compartir entre 2 personas,Q21 - Q30,No,Sí,Argentina,Definitivamente no,Argentina,Jude Bellingham,Un jugador famoso,Producto gratis,Sí,Edición Argentina
1469,2026-03-25,18:28:11,18 - 24 años,Femenino,Escuintla,Escuintla,Profesional independiente,Varias veces al mes,Gasolinera,Amigos,Q25 - Q50,Caramel Goal Popcorn,Caramelo,Individual,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,,Lionel Messi,Premios y sorteos,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1470,2026-03-27,12:02:20,18 - 24 años,Masculino,Guatemala,San Miguel Petapa,Otro,1 a 2 veces por semana,Aplicación de delivery,Amigos,Menos de Q25,CrunchMax BBQ; Gol Nachos Supreme; Mundialitos Queso Picante,Salado Tradicional,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,México,Probablemente sí,Portugal,Kylian Mbappé; Lionel Messi; Lamine Yamal,Un jugador famoso,Producto gratis,Sí,Edición Mundial FIFA 2026
1471,2026-04-21,15:33:53,25 - 34 años,Femenino,Sacatepéquez,Jocotenango,Estudiante,1 a 2 veces por semana,Aplicación de delivery,Amigos,Q25 - Q50,Mundialitos Queso Picante; Fan Chips Jalapeño; FutbolMix,Picante Chapín,Individual,Q21 - Q30,No,Sí,Brasil,Tal vez,Argentina,Neymar Jr.; Lionel Messi; Federico Valverde,Un jugador famoso,Producto gratis,Sí,Edición Brasil
1472,2026-04-15,16:49:55,45 - 54 años,Femenino,Chimaltenango,Chimaltenango,Empleado público,Todos los días,Supermercado,Familia,Menos de Q25,Mundialitos Queso Picante; Caramel Goal Popcorn,Picante Chapín,Individual,Q10 - Q15,Sí,Sí,Francia,Probablemente sí,,Neymar Jr.; Cristiano Ronaldo,Una selección nacional,Producto gratis,No,Edición con jugadores famosos
1473,2026-04-07,14:32:16,45 - 54 años,Femenino,Jalapa,Jalapa,Profesional independiente,Todos los días,Otro,Familia,Q101 - Q150,Fan Chips Jalapeño; Mundialitos Queso Picante,Limón,Individual,Más de Q30,No,Sí, MÉXICO ,Definitivamente sí,Panamá,Lamine Yamal; Federico Valverde; Christian Pulisic,Premios y sorteos,Tarjetas coleccionables,No,Edición con jugadores famosos
1474,2026-04-06,10:44:27,18 - 24 años,Femenino,Guatemala,Villa Nueva,Estudiante,3 a 5 veces por semana,Aplicación de delivery,Familia,Q25 - Q50,ChocoKick Bites; Caramel Goal Popcorn; FutbolMix,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Portugal,Probablemente sí,Argentina,Lionel Messi; Kylian Mbappé,Premios y sorteos,Tarjetas coleccionables,No,Edición Mundial FIFA 2026
1475,2026-02-15,13:15:42,25 - 34 años,Femenino,Jalapa,Cabecera municipal,Comerciante,Varias veces al mes,Gasolinera,Amigos,Menos de Q25,Fan Chips Jalapeño,Chocolate,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Argentina,Probablemente sí,Brasil,Neymar Jr.; Lamine Yamal,Humor,Sorteo de balones,Sí,Edición con jugadores famosos
1476,2026-02-24,08:49:31,25 - 34 años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado privado,1 a 2 veces por semana,Supermercado,Otro,Q25 - Q50,Hot Stadium Peanuts; Mundialitos Queso Picante,Limón,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Brasil,Cristiano Ronaldo; Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Francia
1477,2026-02-08,17:43:50,18 - 24 años,Femenino,Sololá,Otro municipio,Empresario,Varias veces al mes,Gasolinera,Amigos,Más de Q150,Mundialitos Queso Picante; Caramel Goal Popcorn,Chocolate,Individual,Q10 - Q15,Sí,Sí,México,Tal vez,Alemania,Julián Álvarez,Una selección nacional,2x1,No,Edición con jugadores famosos
1478,2026-04-11,08:51:08,25 - 34 años,Masculino,Quetzaltenango,Quetzaltenango,Empleado privado,Todos los días,Kiosco escolar/universitario,Amigos,Q51 - Q100,Mundialitos Queso Picante; FutbolMix; ChocoKick Bites,Salado Tradicional,Familiar,Q10 - Q15,Sí,Sí,Alemania,Tal vez,Corea del Sur,Cristiano Ronaldo; Lionel Messi; Jude Bellingham,Un jugador famoso,2x1,Sí,Edición Argentina
1479,2026-03-16,21:26:51,25 - 34 años,Masculino,Quetzaltenango, OLINTEPEQUE ,Estudiante,1 a 2 veces por semana,Supermercado,Otro,Q25 - Q50,FutbolMix,Limón,Familiar,Q10 - Q15,Sí,Sí,Francia,Probablemente no,Argentina,Harry Kane; Kylian Mbappé,Una selección nacional,Sorteo de viajes,Sí,Edición Inglaterra
1480,2026-02-13,15:13:00,18 - 24 años,Femenino,Quetzaltenango,Quetzaltenango,Estudiante,Todos los días,Supermercado,Compañeros de trabajo,Q51 - Q100,CrunchMax BBQ,Dulce,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Francia,Probablemente sí,Irán,Vinícius Júnior; Cristiano Ronaldo,Una selección nacional,Producto gratis,Sí,Edición Francia
1481,2026-02-24,22:29:42,25 - 34 años,Masculino,El Progreso,Otro municipio,Empresario,1 a 2 veces por semana,Gasolinera,Familia,Q101 - Q150,CrunchMax BBQ,Queso,Individual,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente sí,España,Ninguno; Christian Pulisic; Cristiano Ronaldo,Premios y sorteos,Descuento directo,No,Edición con jugadores famosos
